	Match	Coverage	Identity	E-val	Entry	Protein names	Gene	Length	ExpAA	First60	PredHel	Topology
lcl|NC_007205.1_prot_WP_011281493.1_130	WP_000179819	0.7480916030534351	0.28061224489795916	4.62004e-15	P0ABJ3	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	cyoC	262	147.57	36.67	7	i17-36o40-59i94-116o131-153i160-182o197-219i239-261o
lcl|NC_007205.1_prot_WP_011281495.1_133	WP_000971336	0.9306930693069307	0.24822695035460993	1.36332e-23	P0AEA5	Protoheme IX farnesyltransferase (EC 2.5.1.-) (Heme B farnesyltransferase) (Heme O synthase)	cyoE	303	180.89	26.31	9	i30-49o54-76i101-120o124-143i150-169o179-198i219-241o245-262i282-299o
lcl|NC_007205.1_prot_WP_011281496.1_134	WP_000467180	0.9595588235294118	0.42337164750957856	4.13967e-129	P0ABI8	Cytochrome bo(3) ubiquinol oxidase subunit 1 (EC 1.10.3.10) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)	cyoB	544	270.08	22.46	12	i29-51o73-95i116-134o166-188i209-231o257-279i286-308o323-345i358-380o395-417i430-452o472-494i
lcl|NC_007205.1_prot_WP_011281498.1_136	WP_001295458	0.2317596566523605	0.35185185185185186	6.86692	P0AE39	Transcriptional regulatory protein YpdB	ypdB	233	0.06	0.0	0	o
lcl|NC_007205.1_prot_WP_011281499.1_137	WP_000870710	0.4954545454545455	0.26605504587155965	3.20003e-10	P0A8Y1	Pyrimidine 5'-nucleotidase YjjG (EC 3.1.3.5) (House-cleaning nucleotidase) (Non-canonical pyrimidine nucleotide phosphatase) (Nucleoside 5'-monophosphate phosphohydrolase) (dUMP phosphatase)	yjjG	220	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011281501.1_141	WP_001300352	0.58203125	0.348993288590604	3.00873e-30	P09831	Glutamate synthase [NADPH] large chain (EC 1.4.1.13) (Glutamate synthase subunit alpha) (GLTS alpha chain) (NADPH-GOGAT)	gltB	512	0.05	0.0	0	o
lcl|NC_007205.1_prot_WP_011281503.1_145	WP_000455227	0.9616724738675958	0.35507246376811596	3.50474e-50	P0AGK1	4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase)	ubiA	287	160.79	35.72	8	i16-33o43-65i99-121o136-158i165-187o212-229i236-253o268-285i
lcl|NC_007205.1_prot_WP_011281504.1_146	WP_000551270	0.9930915371329879	0.3182608695652174	3.03288e-116	P60752	Lipid A export ATP-binding/permease protein MsbA (EC 3.6.3.-)	msbA	579	118.46	25.97	5	i21-43o58-80i119-141o154-176i242-264o
lcl|NC_007205.1_prot_WP_011281505.1_148	WP_000570539	0.9808917197452229	0.2532467532467532	1.82326e-24	P27300	Tetraacyldisaccharide 4'-kinase (EC 2.7.1.130) (Lipid A 4'-kinase)	lpxK	314	19.65	19.2	1	o15-32i
lcl|NC_007205.1_prot_WP_011281507.1_155	WP_000083372	0.9156626506024096	0.3092105263157895	4.97073e-14	P00804	Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II)	lspA	166	94.09	30.53	5	o4-22i43-65o69-91i98-120o135-157i
lcl|NC_007205.1_prot_WP_011281508.1_157	WP_000767329	0.9967213114754099	0.35855263157894735	1.59229e-61	P0AG40	Riboflavin biosynthesis protein RibF [Includes: Riboflavin kinase (EC 2.7.1.26) (Flavokinase); FMN adenylyltransferase (EC 2.7.7.2) (FAD pyrophosphorylase) (FAD synthase)]	ribF	305	0.06	0.03	0	o
lcl|NC_007205.1_prot_WP_011281509.1_158	WP_001213584	0.21691176470588236	0.3220338983050847	0.447705	P0ADP0	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB (EC 3.1.3.-)	yigB	272	0.09	0.09	0	o
lcl|NC_007205.1_prot_WP_011281510.1_160	WP_000729117	0.9458483754512635	0.6431297709923665	0.0	P0A6F5	60 kDa chaperonin (GroEL protein) (Protein Cpn60)	groL	554	0.12	0.01	0	o
lcl|NC_007205.1_prot_WP_011281511.1_161	WP_000007101	0.6254295532646048	0.39285714285714285	5.19119e-81	P25888	ATP-dependent RNA helicase RhlE (EC 3.6.4.13)	rhlE	582	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281512.1_162	WP_000570668	0.993421052631579	0.4652317880794702	0.0	P32132	GTP-binding protein TypA/BipA (Tyrosine phosphorylated protein A)	typA	608	0.09	0.0	0	o
lcl|NC_007205.1_prot_WP_011281513.1_163	WP_000254839	0.5023255813953489	0.3055555555555556	1.74343	P0A6J3	Sulfate transporter CysZ	cysZ	215	129.45	23.17	6	i27-49o64-86i93-115o125-147i166-185o189-211i
lcl|NC_007205.1_prot_WP_011281516.1_166	WP_001162171	0.9840546697038725	0.3472222222222222	2.12372e-86	P0AFK0	Metalloprotease PmbA (EC 3.4.-.-) (Protein TldE)	pmbA	439	0.09	0.0	0	o
lcl|NC_007205.1_prot_WP_011281517.1_167	WP_000055909	0.9765957446808511	0.5054466230936819	1.91262e-151	P0AGG8	Metalloprotease TldD (EC 3.4.-.-)	tldD	470	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281518.1_168	WP_001350515	0.7	0.2619047619047619	6.33601	P78067	Thiosulfate sulfurtransferase YnjE (EC 2.8.1.1)	ynjE	120	0.16	0.0	0	o
lcl|NC_007205.1_prot_WP_011281519.1_170	WP_000993449	0.20555555555555555	0.32432432432432434	3.97514	P0AC86	Glycogen phosphorylase (EC 2.4.1.1)	glgP	180	0.66	0.66	0	o
lcl|NC_007205.1_prot_WP_011281524.1_175	WP_000786572	0.21428571428571427	0.3055555555555556	1.26315	P77381	Uncharacterized J domain-containing protein DjlB	djlB	168	61.88	42.78	3	o4-23i36-58o63-85i
lcl|NC_007205.1_prot_WP_011281525.1_176	WP_000936927	0.9942112879884226	0.3318777292576419	2.39976e-133	P24555	Protease 2 (EC 3.4.21.83) (Oligopeptidase B) (Protease II)	ptrB	691	0.27	0.0	0	o
lcl|NC_007205.1_prot_WP_011281527.1_179	WP_000106882	0.9931192660550459	0.3210161662817552	2.03736e-59	P0AF52	Guanine/hypoxanthine permease GhxP	ghxP	436	244.75	28.87	12	i20-39o54-76i83-105o110-132i139-161o176-193i200-219o234-256i328-347o351-368i381-403o418-435i
lcl|NC_007205.1_prot_WP_011281531.1_183	WP_001196238	0.14285714285714285	0.30952380952380953	0.165221	P0ADP5	Uncharacterized membrane protein YigM	yigM	294	204.03	38.72	10	i7-26o37-54i71-88o93-115i120-138o148-167i174-196o206-223i232-254o258-277i
lcl|NC_007205.1_prot_WP_011281532.1_184	WP_001295196	0.9931972789115646	0.4246575342465753	3.16166e-38	P0A744	Peptide methionine sulfoxide reductase MsrA (Protein-methionine-S-oxide reductase) (EC 1.8.4.11) (Peptide-methionine (S)-S-oxide reductase) (Peptide Met(O) reductase)	msrA	147	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281533.1_185	WP_000108626	0.9925925925925926	0.3358208955223881	2.2203e-48	P31142	3-mercaptopyruvate sulfurtransferase (MST) (EC 2.8.1.2) (Rhodanese-like protein)	sseA	270	15.24	0.0	0	o
lcl|NC_007205.1_prot_WP_011281534.1_186	WP_000160334	0.5605536332179931	0.25925925925925924	0.0130115	P24180	Multidrug export protein AcrE (Acriflavine resistance protein E) (Protein EnvC)	acrE	289	22.64	22.64	1	i7-29o
lcl|NC_007205.1_prot_WP_011281535.1_187	WP_001273151	0.9769230769230769	0.2824803149606299	5.47015e-138	P24177	Probable aminoglycoside efflux pump (Acriflavine resistance protein D)	acrD	1040	237.66	21.87	11	i12-34o344-366i379-401o435-457i469-491o532-551i863-882o886-908i913-935o964-986i993-1015o
lcl|NC_007205.1_prot_WP_011281536.1_188	WP_000632280	0.1708542713567839	0.29411764705882354	0.528891	P76085	Phenylacetate-coenzyme A ligase (EC 6.2.1.30) (Phenylacetyl-CoA ligase) (PA-CoA ligase)	paaK	199	10.43	10.43	0	o
lcl|NC_007205.1_prot_WP_011281538.1_190	WP_001295305	0.907563025210084	0.4398148148148148	1.49511e-58	P62707	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase (BPG-dependent PGAM) (PGAM) (Phosphoglyceromutase) (dPGM) (EC 5.4.2.11)	gpmA	238	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281541.1_193	WP_000981977	0.8355263157894737	0.31496062992125984	7.25511e-19	P0AF67	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE)	tsaE	152	0.02	0.02	0	o
lcl|NC_007205.1_prot_WP_011281543.1_197	WP_000250006	0.9880952380952381	0.41511500547645125	0.0	P00582	DNA polymerase I (POL I) (EC 2.7.7.7)	polA	924	0.22	0.22	0	o
lcl|NC_007205.1_prot_WP_011281544.1_198	WP_000150637	0.9741100323624595	0.4019933554817276	1.78926e-69	P36879	Uncharacterized ABC transporter ATP-binding protein YadG	yadG	309	0.17	0.1	0	o
lcl|NC_007205.1_prot_WP_011281547.1_206	WP_001295352	0.9257142857142857	0.42901234567901236	2.92223e-84	P0A7E1	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2) (DHOdehase) (DHOD) (DHODase) (Dihydroorotate oxidase)	pyrD	350	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281548.1_207	WP_000440926	0.02666666666666667	0.6428571428571429	4.35591	P25747	Uncharacterized protein YeiB	yeiB	525	0.05	0.04	0	o
lcl|NC_007205.1_prot_WP_011281549.1_209	WP_000098429	0.9716157205240175	0.2898876404494382	5.79211e-55	P0AE16	Protein AmpG	ampG	458	256.01	28.28	12	i24-46o56-73i93-112o117-134i155-177o192-214i242-261o266-288i312-334o338-357i364-386o428-450i
lcl|NC_007205.1_prot_WP_011281553.1_220	WP_000893278	0.9591346153846154	0.38596491228070173	1.05104e-98	P07004	Gamma-glutamyl phosphate reductase (GPR) (EC 1.2.1.41) (Glutamate-5-semialdehyde dehydrogenase) (Glutamyl-gamma-semialdehyde dehydrogenase) (GSA dehydrogenase)	proA	416	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281554.1_221	WP_000838889	0.7222222222222222	0.23846153846153847	1.0188e-09	P0A752	Nicotinate-nucleotide adenylyltransferase (EC 2.7.7.18) (Deamido-NAD(+) diphosphorylase) (Deamido-NAD(+) pyrophosphorylase) (Nicotinate mononucleotide adenylyltransferase) (NaMN adenylyltransferase)	nadD	180	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281555.1_227	WP_000896498	1.0	0.3642611683848797	6.41846e-60	P0ABA6	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	atpG	291	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281557.1_230	WP_001301269	0.9354838709677419	0.32348111658456485	5.16742e-108	P17888	Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA) (Replication factor Y)	priA	651	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281558.1_231	WP_001120810	0.98068669527897	0.31947483588621445	1.33057e-58	P27306	Soluble pyridine nucleotide transhydrogenase (STH) (EC 1.6.1.1) (NAD(P)(+) transhydrogenase [B-specific])	sthA	466	3.51	3.5	0	o
lcl|NC_007205.1_prot_WP_011281559.1_232	WP_000099823	0.9976470588235294	0.47877358490566035	2.8355e-133	P0AFG6	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)	sucB	425	0.05	0.0	0	o
lcl|NC_007205.1_prot_WP_011281560.1_233	WP_001181473	0.983453981385729	0.4490010515247108	0.0	P0AFG3	2-oxoglutarate dehydrogenase E1 component (EC 1.2.4.2) (Alpha-ketoglutarate dehydrogenase)	sucA	967	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281561.1_234	WP_000025458	0.979381443298969	0.656140350877193	2.45153e-135	P0AGE9	Succinyl-CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	sucD	291	0.4	0.0	0	o
lcl|NC_007205.1_prot_WP_011281562.1_235	WP_001048602	1.0	0.4740932642487047	1.69233e-123	P0A836	Succinyl-CoA ligase [ADP-forming] subunit beta (EC 6.2.1.5) (Succinyl-CoA synthetase subunit beta) (SCS-beta)	sucC	386	0.1	0.01	0	o
lcl|NC_007205.1_prot_WP_011281563.1_236	WP_001295272	0.946875	0.3069306930693069	3.58261e-26	P61889	Malate dehydrogenase (EC 1.1.1.37)	mdh	320	0.16	0.05	0	o
lcl|NC_007205.1_prot_WP_011281564.1_237	WP_000138615	0.9557344064386318	0.33052631578947367	2.07013e-81	P80668	Phenylacetaldehyde dehydrogenase (PAD) (EC 1.2.1.39)	feaB	497	2.46	0.0	0	o
lcl|NC_007205.1_prot_WP_011281565.1_238	WP_001235254	0.8793774319066148	0.5176991150442478	5.21821e-79	P07014	Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1)	sdhB	257	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281566.1_239	WP_000775540	0.9932203389830508	0.5273037542662116	0.0	P0AC41	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	sdhA	590	0.42	0.42	0	o
lcl|NC_007205.1_prot_WP_011281569.1_242	WP_001289167	0.990990990990991	0.32727272727272727	2.94271e-58	P08390	USG-1 protein	usg	333	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281572.1_248	WP_000818228	0.9211822660098522	0.4385026737967914	4.79086e-51	P30126	3-isopropylmalate dehydratase small subunit (EC 4.2.1.33) (Alpha-IPM isomerase) (IPMI) (Isopropylmalate isomerase)	leuD	203	0.32	0.08	0	o
lcl|NC_007205.1_prot_WP_011281573.1_250	WP_000065253	0.5975609756097561	0.5918367346938775	4.06413e-37	P0A7K6	50S ribosomal protein L19	rplS	164	0.04	0.0	0	o
lcl|NC_007205.1_prot_WP_011281574.1_251	WP_000264777	0.9780701754385965	0.4484304932735426	5.87892e-63	P0A873	tRNA (guanine-N(1)-)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase)	trmD	228	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281575.1_252	WP_000256450	0.4406779661016949	0.5641025641025641	2.18086e-26	P0A7T3	30S ribosomal protein S16	rpsP	177	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281576.1_253	WP_000460035	0.9823008849557522	0.5045045045045045	6.0134e-138	P0AGD7	Signal recognition particle protein (Fifty-four homolog) (Ffh) (p48)	ffh	452	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281577.1_254	WP_001160654	0.9781021897810219	0.31716417910447764	2.24629e-45	P0A6K1	Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7)	dapF	274	0.06	0.0	0	o
lcl|NC_007205.1_prot_WP_011281578.1_257	WP_001295267	0.12121212121212122	0.3611111111111111	1.36493	P32136	Putative sulfoquinovose importer	yihO	297	206.85	41.46	10	i7-26o41-60i73-92o97-119i124-143o158-180i192-211o221-240i247-269o274-293i
lcl|NC_007205.1_prot_WP_011281582.1_263	WP_000907792	0.9915966386554622	0.3389830508474576	1.83609e-68	P10907	sn-glycerol-3-phosphate import ATP-binding protein UgpC (EC 3.6.3.20)	ugpC	357	0.18	0.12	0	o
lcl|NC_007205.1_prot_WP_011281583.1_264	WP_000179165	0.9554317548746518	0.3294460641399417	4.60392e-47	P68187	Maltose/maltodextrin import ATP-binding protein MalK (EC 3.6.3.19)	malK	359	0.02	0.02	0	o
lcl|NC_007205.1_prot_WP_011281584.1_265	WP_001252058	0.9929078014184397	0.2785714285714286	2.73185e-12	P68183	Maltose transport system permease protein MalG	malG	282	135.43	22.49	6	i7-29o78-100i119-141o146-165i204-226o246-268i
lcl|NC_007205.1_prot_WP_011281585.1_266	WP_000099289	0.9405594405594405	0.29739776951672864	7.89222e-27	P10905	sn-glycerol-3-phosphate transport system permease protein UgpA	ugpA	286	135.98	22.96	6	i7-29o64-86i99-121o152-174i195-217o254-276i
lcl|NC_007205.1_prot_WP_011281586.1_267	WP_001295191	0.050880626223091974	0.38461538461538464	6.70722	P39300	Probable L-ascorbate-6-phosphate lactonase UlaG (EC 3.1.1.-) (L-ascorbate utilization protein G)	ulaG	511	2.71	2.71	0	o
lcl|NC_007205.1_prot_WP_011281587.1_268	WP_000642433	0.9943342776203966	0.2934472934472934	4.2308e-22	P39451	Alcohol dehydrogenase, propanol-preferring (EC 1.1.1.1)	adhP	353	4.78	0.0	0	o
lcl|NC_007205.1_prot_WP_011281588.1_269	WP_001350558	0.14722222222222223	0.3584905660377358	0.0106013	P37689	2,3-bisphosphoglycerate-independent phosphoglycerate mutase (BPG-independent PGAM) (Phosphoglyceromutase) (iPGM) (EC 5.4.2.12)	gpmI	360	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281589.1_270	WP_001326926	0.4222222222222222	0.24561403508771928	0.0582594	P23910	Protein AraJ	araJ	405	262.24	33.66	12	i13-35o50-72i79-98o108-130i143-165o169-191i215-237o252-274i287-305o315-337i344-366o381-400i
lcl|NC_007205.1_prot_WP_011281590.1_271	WP_000762236	0.8264984227129337	0.29770992366412213	7.99286e-32	P52643	D-lactate dehydrogenase (D-LDH) (EC 1.1.1.28) (Fermentative lactate dehydrogenase)	ldhA	317	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011281591.1_272	WP_001194661	0.9675174013921114	0.37889688249400477	3.03642e-108	P52074	Glycolate oxidase iron-sulfur subunit	glcF	431	2.75	0.0	0	o
lcl|NC_007205.1_prot_WP_011281592.1_273	WP_000613008	0.990521327014218	0.26555023923444976	2.95696e-05	P77748	Uncharacterized protein YdiJ	ydiJ	422	0.09	0.0	0	o
lcl|NC_007205.1_prot_WP_011281593.1_274	WP_000026117	0.9899598393574297	0.4908722109533469	1.5284e-172	P0AEP9	Glycolate oxidase subunit GlcD	glcD	498	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281594.1_275	WP_000183907	0.9844961240310077	0.24146981627296588	1.03235e-33	P77806	Methionine aminotransferase (EC 2.6.1.88) (Methionine-oxo-acid transaminase)	ybdL	387	0.03	0.0	0	o
lcl|NC_007205.1_prot_WP_011281595.1_276	WP_000586962	0.9686684073107049	0.33962264150943394	1.5865e-78	P33232	L-lactate dehydrogenase (EC 1.1.-.-)	lldD	383	1.39	0.0	0	o
lcl|NC_007205.1_prot_WP_011281597.1_278	WP_001211575	0.6746031746031746	0.3411764705882353	4.67385e-14	P0ABM9	Cytochrome c-type biogenesis protein CcmH	ccmH	126	20.73	0.26	1	o96-115i
lcl|NC_007205.1_prot_WP_011281598.1_279	WP_000824439	0.9653179190751445	0.3473053892215569	6.80796e-33	P0AA86	Thiol:disulfide interchange protein DsbE (Cytochrome c biogenesis protein CcmG)	dsbE	173	19.34	18.95	1	i5-22o
lcl|NC_007205.1_prot_WP_011281599.1_280	WP_000982447	0.992	0.36451612903225805	9.29609e-132	P33927	Cytochrome c-type biogenesis protein CcmF	ccmF	625	320.19	42.17	15	o5-27i40-62o96-113i132-154o169-191i211-233o248-265i272-294o314-333i354-376o391-413i426-445o449-471i484-506o602-621i
lcl|NC_007205.1_prot_WP_011281600.1_281	WP_001026418	0.9496402877697842	0.42424242424242425	9.25476e-30	P69490	Cytochrome c-type biogenesis protein CcmE (Cytochrome c maturation protein E) (Heme chaperone CcmE)	ccmE	139	21.09	20.61	1	o10-28i
lcl|NC_007205.1_prot_WP_011281601.1_282	WP_000787103	0.41333333333333333	0.2903225806451613	0.158439	P31553	L-carnitine/gamma-butyrobetaine antiporter	caiT	75	22.08	22.08	1	o10-32i
lcl|NC_007205.1_prot_WP_011281602.1_283	WP_001295447	0.9533898305084746	0.36444444444444446	5.8706e-49	P0ABM1	Heme exporter protein C (Cytochrome c-type biogenesis protein CcmC)	ccmC	236	128.92	23.88	6	i20-39o59-81i88-110o120-142i154-176o196-218i
lcl|NC_007205.1_prot_WP_011281605.1_288	WP_001199295	1.0	0.5072463768115942	5.41394e-123	P0A9T4	Protein tas	tas	345	0.05	0.0	0	o
lcl|NC_007205.1_prot_WP_011281607.1_290	WP_000207680	0.9417721518987342	0.3064516129032258	9.62119e-34	P0A6E4	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	argG	395	1.53	0.25	0	o
lcl|NC_007205.1_prot_WP_011281611.1_294	WP_000207142	0.5131578947368421	0.24102564102564103	6.25833e-15	P00914	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	phrB	380	0.84	0.0	0	o
lcl|NC_007205.1_prot_WP_011281613.1_296	WP_001103560	0.11715481171548117	0.35714285714285715	1.99799	P60595	Imidazole glycerol phosphate synthase subunit HisH (EC 2.4.2.-) (IGP synthase glutamine amidotransferase subunit) (IGP synthase subunit HisH) (ImGP synthase subunit HisH) (IGPS subunit HisH)	hisH	239	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281614.1_297	WP_000616554	0.9554455445544554	0.35751295336787564	1.10466e-27	P25743	UPF0056 membrane protein YhcE	ychE	202	130.35	42.24	6	o6-28i41-63o68-90i109-131o141-163i175-194o
lcl|NC_007205.1_prot_WP_011281615.1_298	WP_001287454	0.9416058394160584	0.3488372093023256	8.71456e-21	P0ADR0	Inner membrane protein YqaA	yqaA	137	80.37	44.18	4	i7-29o39-61i91-113o118-136i
lcl|NC_007205.1_prot_WP_011281616.1_299	WP_000207142	0.43548387096774194	0.21296296296296297	0.000114788	P00914	Deoxyribodipyrimidine photo-lyase (EC 4.1.99.3) (DNA photolyase) (Photoreactivating enzyme)	phrB	496	0.61	0.0	0	o
lcl|NC_007205.1_prot_WP_011281617.1_300	WP_000079538	0.9788135593220338	0.2554112554112554	7.59461e-09	P33368	Uncharacterized oxidoreductase YohF (EC 1.-.-.-)	yohF	236	0.02	0.01	0	o
lcl|NC_007205.1_prot_WP_011281618.1_301	WP_000555031	0.953168044077135	0.3063583815028902	2.28987e-48	P75804	Soluble aldose sugar dehydrogenase YliI (Asd) (EC 1.1.5.-)	yliI	363	20.24	20.2	1	i13-35o
lcl|NC_007205.1_prot_WP_011281620.1_303	WP_000729160	0.9715302491103203	0.4908424908424908	4.62853e-86	P24186	Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]	folD	281	0.2	0.03	0	o
lcl|NC_007205.1_prot_WP_011281621.1_307	WP_001338644	0.9446254071661238	0.38275862068965516	1.24361e-62	P06983	Porphobilinogen deaminase (PBG) (EC 2.5.1.61) (Hydroxymethylbilane synthase) (HMBS) (Pre-uroporphyrinogen synthase)	hemC	307	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011281622.1_308	WP_001264352	0.9439775910364145	0.42136498516320475	2.35315e-90	P05852	tRNA N6-adenosine threonylcarbamoyltransferase (EC 2.3.1.234) (N6-L-threonylcarbamoyladenine synthase) (t(6)A synthase) (t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaD) (tRNA threonylcarbamoyladenosine biosynthesis protein TsaD)	tsaD	357	2.13	0.0	0	o
lcl|NC_007205.1_prot_WP_011281624.1_310	WP_000980098	0.27007299270072993	0.32432432432432434	0.497264	P76221	TVP38/TMEM64 family inner membrane protein YdjZ	ydjZ	137	0.01	0.0	0	o
lcl|NC_007205.1_prot_WP_011281625.1_311	WP_000078239	0.9236417033773862	0.6263910969793323	0.0	P27550	Acetyl-coenzyme A synthetase (AcCoA synthetase) (Acs) (EC 6.2.1.1) (Acetate--CoA ligase) (Acyl-activating enzyme)	acs	681	14.53	0.0	1	i170-192o
lcl|NC_007205.1_prot_WP_011281626.1_314	WP_000832573	0.8222591362126246	0.26464646464646463	6.96331e-33	P32705	Cation/acetate symporter ActP (Acetate permease) (Acetate transporter ActP)	actP	602	301.68	39.51	14	i13-31o41-60i81-103o108-130i151-173o188-210i217-239o291-313i326-348o424-446i467-489o495-517i524-543o553-575i
lcl|NC_007205.1_prot_WP_011281627.1_316	WP_000816280	0.9954337899543378	0.44495412844036697	4.3779e-66	P0AG07	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (R5P3E)	rpe	219	0.02	0.0	0	o
lcl|NC_007205.1_prot_WP_011281630.1_322	WP_000076967	0.6767241379310345	0.4968152866242038	2.03929e-139	P46889	DNA translocase FtsK	ftsK	696	110.65	21.89	5	i13-35o70-92i99-121o131-153i160-182o
lcl|NC_007205.1_prot_WP_011281631.1_327	WP_000880182	1.0	0.398406374501992	2.13148e-62	P60664	Imidazole glycerol phosphate synthase subunit HisF (EC 4.1.3.-) (IGP synthase cyclase subunit) (IGP synthase subunit HisF) (ImGP synthase subunit HisF) (IGPS subunit HisF)	hisF	251	0.1	0.0	0	o
lcl|NC_007205.1_prot_WP_011281632.1_330	WP_000080105	0.9948979591836735	0.4512820512820513	2.51478e-56	P06987	Histidine biosynthesis bifunctional protein HisB [Includes: Histidinol-phosphatase (EC 3.1.3.15); Imidazoleglycerol-phosphate dehydratase (IGPD) (EC 4.2.1.19)]	hisB	196	0.0	0.0	0	o
lcl|NC_007205.1_prot_WP_011281633.1_331	WP_000208242	1.0	0.5964912280701754	2.43702e-69	P0A7B8	ATP-dependent protease subunit HslV (EC 3.4.25.2) (Heat shock protein HslV)	hslV	171	0.12	0.11	0	o
lcl|NC_007205.1_prot_WP_011281634.1_332	WP_001293341	0.9538461538461539	0.5737327188940092	4.40499e-177	P0A6H5	ATP-dependent protease ATPase subunit HslU (Heat shock protein HslU) (Unfoldase HslU)	hslU	455	0.01	0.0	0	o
